serialno,eventstationname,eventproductionline,eventdted,workorderno
CZC3497BSZ,B-5-A-PACKING,B-5-A,2023-12-08 22:06:03.307,4121145
CZC3497BQS,B-5-A-PACKING,B-5-A,2023-12-08 22:07:15.450,4121145
CZC3497BSK,B-5-A-PACKING,B-5-A,2023-12-08 22:08:04.517,4121145
CZC3497KZG,B-5-A-PACKING,B-5-A,2023-12-12 14:13:23.527,4122037
CZC3497KZH,B-5-A-PACKING,B-5-A,2023-12-12 14:15:18.710,4122037
CZC3497RB4,B-5-A-PACKING,B-5-A,2023-12-13 23:38:34.887,4122310
CZC3497BZP,B-5-A-PACKING,B-5-A,2023-12-18 07:14:38.153,4122682
CZC3497BZN,B-5-A-PACKING,B-5-A,2023-12-18 07:23:19.507,4122682
CZC351743T,B-5-A-PACKING,B-5-B,2023-12-20 17:19:06.230,84653157
CZC351743T,B-5-A-PACKING,B-5-A,2023-12-20 17:19:42.060,84653157
CZC3517444,B-5-A-PACKING,B-5-B,2023-12-20 17:21:06.590,84653157
CZC3517444,B-5-A-PACKING,B-5-A,2023-12-20 17:21:56.623,84653157
CZC351744B,B-5-A-PACKING,B-5-B,2023-12-20 17:23:02.467,84653157
CZC351744B,B-5-A-PACKING,B-5-A,2023-12-20 17:24:12.110,84653157
CZC3517448,B-5-A-PACKING,B-5-B,2023-12-20 17:28:37.293,84653157
CZC3517448,B-5-A-PACKING,B-5-A,2023-12-20 17:29:07.873,84653157
CZC3517446,B-5-A-PACKING,B-5-B,2023-12-20 17:30:13.593,84653157
CZC3517446,B-5-A-PACKING,B-5-A,2023-12-20 17:30:37.957,84653157
CZC351744G,B-5-A-PACKING,B-5-B,2023-12-20 17:32:03.060,84653157
CZC351744G,B-5-A-PACKING,B-5-A,2023-12-20 17:32:11.013,84653157
CZC351743Q,B-5-A-PACKING,B-5-B,2023-12-20 17:33:54.790,84653157
CZC351743Q,B-5-A-PACKING,B-5-A,2023-12-20 17:34:19.147,84653157
CZC351744N,B-5-A-PACKING,B-5-B,2023-12-20 17:35:42.743,84653157
CZC351744N,B-5-A-PACKING,B-5-A,2023-12-20 17:35:53.587,84653157
CZC351744D,B-5-A-PACKING,B-5-B,2023-12-20 17:38:03.107,84653157
CZC351744D,B-5-A-PACKING,B-5-A,2023-12-20 17:38:11.713,84653157
CZC3517442,B-5-A-PACKING,B-5-B,2023-12-20 18:02:34.110,84653157
CZC3517442,B-5-A-PACKING,B-5-A,2023-12-20 18:03:56.500,84653157
CZC351743R,B-5-A-PACKING,B-5-B,2023-12-20 18:05:22.537,84653157
CZC351743R,B-5-A-PACKING,B-5-A,2023-12-20 18:06:35.727,84653157
CZC351743W,B-5-A-PACKING,B-5-B,2023-12-20 18:07:49.053,84653157
CZC351743W,B-5-A-PACKING,B-5-A,2023-12-20 18:09:07.247,84653157
CZC351743Y,B-5-A-PACKING,B-5-B,2023-12-20 18:10:00.080,84653157
CZC351743Y,B-5-A-PACKING,B-5-A,2023-12-20 18:11:18.510,84653157
CZC351744J,B-5-A-PACKING,B-5-B,2023-12-20 18:12:36.813,84653157
CZC351744J,B-5-A-PACKING,B-5-A,2023-12-20 18:13:49.670,84653157
CZC351744L,B-5-A-PACKING,B-5-B,2023-12-20 18:14:46.013,84653157
CZC351744L,B-5-A-PACKING,B-5-A,2023-12-20 18:16:03.923,84653157
CZC351743V,B-5-A-PACKING,B-5-B,2023-12-20 18:17:02.417,84653157
CZC351743V,B-5-A-PACKING,B-5-A,2023-12-20 18:18:21.697,84653157
CZC351743Z,B-5-A-PACKING,B-5-B,2023-12-20 18:19:16.837,84653157
CZC351743Z,B-5-A-PACKING,B-5-A,2023-12-20 18:20:25.323,84653157
CZC3517449,B-5-A-PACKING,B-5-B,2023-12-20 18:21:18.437,84653157
CZC3517449,B-5-A-PACKING,B-5-A,2023-12-20 18:22:27.137,84653157
CZC3517441,B-5-A-PACKING,B-5-B,2023-12-20 18:23:15.453,84653157
CZC3517441,B-5-A-PACKING,B-5-A,2023-12-20 18:24:28.453,84653157
CZC3517445,B-5-A-PACKING,B-5-B,2023-12-20 18:25:13.107,84653157
CZC3517445,B-5-A-PACKING,B-5-A,2023-12-20 18:26:29.547,84653157
CZC3517443,B-5-A-PACKING,B-5-B,2023-12-20 18:28:13.563,84653157
CZC3517443,B-5-A-PACKING,B-5-A,2023-12-20 18:29:27.983,84653157
CZC351743X,B-5-A-PACKING,B-5-B,2023-12-20 18:30:31.703,84653157
CZC351743X,B-5-A-PACKING,B-5-A,2023-12-20 18:31:48.037,84653157
CZC3517447,B-5-A-PACKING,B-5-B,2023-12-20 18:32:56.857,84653157
CZC3517447,B-5-A-PACKING,B-5-A,2023-12-20 18:34:24.883,84653157
CZC351744H,B-5-A-PACKING,B-5-B,2023-12-20 18:35:32.187,84653157
CZC351744H,B-5-A-PACKING,B-5-A,2023-12-20 18:36:54.147,84653157
CZC351744K,B-5-A-PACKING,B-5-B,2023-12-20 18:37:47.087,84653157
CZC351744K,B-5-A-PACKING,B-5-A,2023-12-20 18:39:06.240,84653157
CZC351744C,B-5-A-PACKING,B-5-B,2023-12-20 18:40:14.817,84653157
CZC351744C,B-5-A-PACKING,B-5-A,2023-12-20 18:41:30.437,84653157
CZC351744F,B-5-A-PACKING,B-5-B,2023-12-20 18:42:17.230,84653157
CZC351744F,B-5-A-PACKING,B-5-A,2023-12-20 18:43:31.127,84653157
CZC351743S,B-5-A-PACKING,B-5-B,2023-12-20 18:47:28.683,84653157
CZC351743S,B-5-A-PACKING,B-5-A,2023-12-20 18:48:44.690,84653157
CZC351744M,B-5-A-PACKING,B-5-B,2023-12-20 19:00:43.670,84653157
CZC351744M,B-5-A-PACKING,B-5-A,2023-12-20 19:02:00.327,84653157
CZC3517440,B-5-A-PACKING,B-5-B,2023-12-20 22:17:48.417,84653157
CZC3517440,B-5-A-PACKING,B-5-A,2023-12-20 22:19:27.983,84653157
CZC35178JY,B-5-A-PACKING,B-5-B,2023-12-20 23:06:57.053,84653222
CZC35178JY,B-5-A-PACKING,B-5-A,2023-12-20 23:08:06.627,84653222
CZC35178JW,B-5-A-PACKING,B-5-B,2023-12-20 23:08:48.120,84653222
CZC35178JW,B-5-A-PACKING,B-5-A,2023-12-20 23:09:56.663,84653222
CZC35178K1,B-5-A-PACKING,B-5-B,2023-12-20 23:10:45.273,84653222
CZC35178K1,B-5-A-PACKING,B-5-A,2023-12-20 23:11:53.350,84653222
CZC35178JT,B-5-A-PACKING,B-5-B,2023-12-20 23:12:36.870,84653222
CZC35178JT,B-5-A-PACKING,B-5-A,2023-12-20 23:13:49.937,84653222
CZC35178KN,B-5-A-PACKING,B-5-B,2023-12-20 23:17:12.067,84653222
CZC35178KN,B-5-A-PACKING,B-5-A,2023-12-20 23:18:24.117,84653222
CZC35178JV,B-5-A-PACKING,B-5-B,2023-12-20 23:19:18.000,84653222
CZC35178JV,B-5-A-PACKING,B-5-A,2023-12-20 23:20:24.330,84653222
CZC35178JX,B-5-A-PACKING,B-5-B,2023-12-20 23:21:13.630,84653222
CZC35178JX,B-5-A-PACKING,B-5-A,2023-12-20 23:22:33.193,84653222
CZC35178KG,B-5-A-PACKING,B-5-B,2023-12-20 23:25:24.133,84653222
CZC35178KG,B-5-A-PACKING,B-5-A,2023-12-20 23:26:41.960,84653222
CZC35178K5,B-5-A-PACKING,B-5-B,2023-12-20 23:27:20.620,84653222
CZC35178K5,B-5-A-PACKING,B-5-A,2023-12-20 23:28:28.187,84653222
CZC35178K3,B-5-A-PACKING,B-5-B,2023-12-20 23:29:17.267,84653222
CZC35178K3,B-5-A-PACKING,B-5-A,2023-12-20 23:30:25.517,84653222
CZC35178KC,B-5-A-PACKING,B-5-B,2023-12-20 23:31:12.783,84653222
CZC35178KC,B-5-A-PACKING,B-5-A,2023-12-20 23:32:21.907,84653222
CZC35178K9,B-5-A-PACKING,B-5-B,2023-12-20 23:33:14.560,84653222
CZC35178K9,B-5-A-PACKING,B-5-A,2023-12-20 23:34:23.567,84653222
CZC35178K4,B-5-A-PACKING,B-5-B,2023-12-21 00:30:58.150,84653222
CZC35178K4,B-5-A-PACKING,B-5-A,2023-12-21 00:32:29.010,84653222
CZC35178KF,B-5-A-PACKING,B-5-B,2023-12-21 00:36:08.770,84653222
CZC35178KF,B-5-A-PACKING,B-5-A,2023-12-21 00:37:29.550,84653222
CZC35178KQ,B-5-A-PACKING,B-5-B,2023-12-21 00:38:23.200,84653222
CZC35178KQ,B-5-A-PACKING,B-5-A,2023-12-21 00:39:41.290,84653222
CZC35178K7,B-5-A-PACKING,B-5-B,2023-12-21 00:44:30.940,84653222
CZC35178K7,B-5-A-PACKING,B-5-A,2023-12-21 00:45:16.340,84653222
CZC35178JS,B-5-A-PACKING,B-5-B,2023-12-21 00:45:55.470,84653222
CZC35178JS,B-5-A-PACKING,B-5-A,2023-12-21 00:46:24.313,84653222
CZC35178KP,B-5-A-PACKING,B-5-B,2023-12-21 00:47:02.387,84653222
CZC35178KP,B-5-A-PACKING,B-5-A,2023-12-21 00:47:39.307,84653222
CZC35178KJ,B-5-A-PACKING,B-5-B,2023-12-21 00:48:22.470,84653222
CZC35178KJ,B-5-A-PACKING,B-5-A,2023-12-21 00:49:06.110,84653222
CZC35178KL,B-5-A-PACKING,B-5-B,2023-12-21 00:51:26.150,84653222
CZC35178KL,B-5-A-PACKING,B-5-A,2023-12-21 00:52:46.840,84653222
CZC35178K6,B-5-A-PACKING,B-5-B,2023-12-21 01:00:22.447,84653222
CZC35178K6,B-5-A-PACKING,B-5-A,2023-12-21 01:01:40.713,84653222
CZC35178K8,B-5-A-PACKING,B-5-B,2023-12-21 01:02:30.380,84653222
CZC35178K8,B-5-A-PACKING,B-5-A,2023-12-21 01:03:00.180,84653222
CZC35178KD,B-5-A-PACKING,B-5-B,2023-12-21 01:03:55.020,84653222
CZC35178KD,B-5-A-PACKING,B-5-A,2023-12-21 01:04:31.900,84653222
CZC35178KB,B-5-A-PACKING,B-5-B,2023-12-21 01:05:19.327,84653222
CZC35178KB,B-5-A-PACKING,B-5-A,2023-12-21 01:05:57.567,84653222
CZC35178KK,B-5-A-PACKING,B-5-B,2023-12-21 01:13:20.540,84653222
CZC35178KK,B-5-A-PACKING,B-5-A,2023-12-21 01:14:31.970,84653222
CZC35178KH,B-5-A-PACKING,B-5-B,2023-12-21 01:15:21.713,84653222
CZC35178KH,B-5-A-PACKING,B-5-A,2023-12-21 01:16:38.487,84653222
CZC35178K2,B-5-A-PACKING,B-5-B,2023-12-21 01:19:45.827,84653222
CZC35178K2,B-5-A-PACKING,B-5-A,2023-12-21 01:21:03.510,84653222
CZC35178JZ,B-5-A-PACKING,B-5-B,2023-12-21 01:43:49.657,84653222
CZC35178JZ,B-5-A-PACKING,B-5-A,2023-12-21 01:45:16.260,84653222
CZC35178K0,B-5-A-PACKING,B-5-B,2023-12-21 01:50:18.953,84653222
CZC35178K0,B-5-A-PACKING,B-5-A,2023-12-21 01:51:42.013,84653222
CZC35178KM,B-5-A-PACKING,B-5-B,2023-12-21 03:33:33.577,84653222
CZC35178KM,B-5-A-PACKING,B-5-A,2023-12-21 03:35:51.857,84653222
CZC3517BZV,B-5-A-PACKING,B-5-B,2023-12-21 22:58:44.050,84686544
CZC3517BZV,B-5-A-PACKING,B-5-A,2023-12-21 23:00:21.083,84686544
CZC3517BZR,B-5-A-PACKING,B-5-B,2023-12-21 23:01:06.633,84686544
CZC3517BZR,B-5-A-PACKING,B-5-A,2023-12-21 23:02:23.543,84686544
CZC3517BZS,B-5-A-PACKING,B-5-B,2023-12-21 23:04:21.770,84686544
CZC3517BZS,B-5-A-PACKING,B-5-A,2023-12-21 23:04:51.010,84686544
CZC3517BYZ,B-5-A-PACKING,B-5-B,2023-12-21 23:28:10.643,84686544
CZC3517BYZ,B-5-A-PACKING,B-5-A,2023-12-21 23:29:36.300,84686544
CZC3517BYY,B-5-A-PACKING,B-5-B,2023-12-21 23:30:34.730,84686544
CZC3517BYY,B-5-A-PACKING,B-5-A,2023-12-21 23:31:17.600,84686544
CZC3517BZT,B-5-A-PACKING,B-5-B,2023-12-21 23:33:15.907,84686544
CZC3517BZT,B-5-A-PACKING,B-5-A,2023-12-21 23:33:55.067,84686544
CZC3517BZN,B-5-A-PACKING,B-5-B,2023-12-21 23:34:44.920,84686544
CZC3517BZN,B-5-A-PACKING,B-5-A,2023-12-21 23:35:21.977,84686544
CZC3517BZ2,B-5-A-PACKING,B-5-B,2023-12-22 00:31:49.493,84686544
CZC3517BZ2,B-5-A-PACKING,B-5-A,2023-12-22 00:33:10.633,84686544
CZC3517BZ9,B-5-A-PACKING,B-5-B,2023-12-22 00:34:11.990,84686544
CZC3517BZ9,B-5-A-PACKING,B-5-A,2023-12-22 00:35:40.443,84686544
CZC3517BZC,B-5-A-PACKING,B-5-B,2023-12-22 00:37:56.507,84686544
CZC3517BZC,B-5-A-PACKING,B-5-A,2023-12-22 00:39:04.667,84686544
CZC3517BZP,B-5-A-PACKING,B-5-B,2023-12-22 00:40:08.433,84686544
CZC3517BZP,B-5-A-PACKING,B-5-A,2023-12-22 00:41:40.387,84686544
CZC3517BZ3,B-5-A-PACKING,B-5-B,2023-12-22 00:42:27.783,84686544
CZC3517BZ3,B-5-A-PACKING,B-5-A,2023-12-22 00:43:42.297,84686544
CZC3517BZ6,B-5-A-PACKING,B-5-B,2023-12-22 00:44:30.687,84686544
CZC3517BZ6,B-5-A-PACKING,B-5-A,2023-12-22 00:45:52.423,84686544
CZC3517BYX,B-5-A-PACKING,B-5-B,2023-12-22 00:49:43.627,84686544
CZC3517BYX,B-5-A-PACKING,B-5-A,2023-12-22 00:50:54.247,84686544
CZC3517BZB,B-5-A-PACKING,B-5-B,2023-12-22 00:51:33.583,84686544
CZC3517BZB,B-5-A-PACKING,B-5-A,2023-12-22 00:52:55.967,84686544
CZC3517BZL,B-5-A-PACKING,B-5-B,2023-12-22 01:54:47.280,84686544
CZC3517BZL,B-5-A-PACKING,B-5-A,2023-12-22 01:56:41.017,84686544
CZC3517BZH,B-5-A-PACKING,B-5-B,2023-12-22 01:59:12.310,84686544
CZC3517BZH,B-5-A-PACKING,B-5-A,2023-12-22 02:00:29.350,84686544
CZC3517BZK,B-5-A-PACKING,B-5-B,2023-12-22 02:01:04.750,84686544
CZC3517BZK,B-5-A-PACKING,B-5-A,2023-12-22 02:02:16.873,84686544
CZC3517BZJ,B-5-A-PACKING,B-5-B,2023-12-22 02:10:21.287,84686544
CZC3517BZJ,B-5-A-PACKING,B-5-A,2023-12-22 02:11:30.840,84686544
CZC3517BZD,B-5-A-PACKING,B-5-B,2023-12-22 02:12:16.917,84686544
CZC3517BZD,B-5-A-PACKING,B-5-A,2023-12-22 02:13:43.220,84686544
CZC3517BZ8,B-5-A-PACKING,B-5-B,2023-12-22 02:14:33.563,84686544
CZC3517BZ8,B-5-A-PACKING,B-5-A,2023-12-22 02:16:00.017,84686544
CZC3517BZF,B-5-A-PACKING,B-5-B,2023-12-22 02:25:08.157,84686544
CZC3517BZF,B-5-A-PACKING,B-5-A,2023-12-22 02:25:48.990,84686544
CZC3517BZG,B-5-A-PACKING,B-5-B,2023-12-22 02:26:37.880,84686544
CZC3517BZG,B-5-A-PACKING,B-5-A,2023-12-22 02:27:14.973,84686544
CZC3517BZ7,B-5-A-PACKING,B-5-B,2023-12-22 02:28:15.197,84686544
CZC3517BZ7,B-5-A-PACKING,B-5-A,2023-12-22 02:28:46.243,84686544
CZC3517BZ0,B-5-A-PACKING,B-5-B,2023-12-22 03:20:19.500,84686544
CZC3517BZ0,B-5-A-PACKING,B-5-A,2023-12-22 03:20:55.797,84686544
CZC3517BZ5,B-5-A-PACKING,B-5-B,2023-12-22 03:21:35.563,84686544
CZC3517BZ5,B-5-A-PACKING,B-5-A,2023-12-22 03:22:10.113,84686544
CZC3517BZ1,B-5-A-PACKING,B-5-B,2023-12-22 03:22:50.463,84686544
CZC3517BZ1,B-5-A-PACKING,B-5-A,2023-12-22 03:23:35.127,84686544
CZC3517BZQ,B-5-A-PACKING,B-5-B,2023-12-22 04:07:09.993,84686544
CZC3517BZQ,B-5-A-PACKING,B-5-A,2023-12-22 04:07:49.977,84686544
CZC3517BZM,B-5-A-PACKING,B-5-B,2023-12-22 04:08:42.190,84686544
CZC3517BZM,B-5-A-PACKING,B-5-A,2023-12-22 04:09:56.613,84686544
CZC3517BZ4,B-5-A-PACKING,B-5-B,2023-12-22 05:13:46.563,84686544
CZC3517BZ4,B-5-A-PACKING,B-5-A,2023-12-22 05:14:54.733,84686544
CZC3517X0K,B-5-A-PACKING,B-5-A,2023-12-28 18:26:47.030,84853941
CZC3517X0C,B-5-A-PACKING,B-5-A,2023-12-28 18:29:17.583,84853941
CZC3517X0H,B-5-A-PACKING,B-5-A,2023-12-28 19:46:19.950,84853941
CZC3517X0B,B-5-A-PACKING,B-5-A,2023-12-28 19:47:22.257,84853941
CZC3517X0F,B-5-A-PACKING,B-5-A,2023-12-28 19:48:30.850,84853941
CZC3517X0G,B-5-A-PACKING,B-5-A,2023-12-28 19:49:18.040,84853941
CZC3517X0J,B-5-A-PACKING,B-5-A,2023-12-28 19:51:20.707,84853941
CZC3517X0D,B-5-A-PACKING,B-5-A,2023-12-28 19:52:30.230,84853941
CZC3497JY8,B-5-A-PACKING,B-5-A,2023-12-11 07:29:17.013,84853944
CZC3497JY7,B-5-A-PACKING,B-5-A,2023-12-11 07:30:13.787,84853944
CZC3497JY4,B-5-A-PACKING,B-5-A,2023-12-11 07:31:15.417,84853944
CZC3497JXY,B-5-A-PACKING,B-5-A,2023-12-11 08:06:06.767,84853944
CZC3497JY0,B-5-A-PACKING,B-5-A,2023-12-11 08:06:57.530,84853944
CZC3497JY1,B-5-A-PACKING,B-5-A,2023-12-11 08:09:32.660,84853944
CZC3497JY3,B-5-A-PACKING,B-5-A,2023-12-11 08:17:35.427,84853944
CZC3497JYC,B-5-A-PACKING,B-5-A,2023-12-11 08:28:40.247,84853944
CZC3497JXZ,B-5-A-PACKING,B-5-A,2023-12-11 08:29:30.900,84853944
CZC3497JY9,B-5-A-PACKING,B-5-A,2023-12-11 08:30:47.620,84853944
CZC3497JYB,B-5-A-PACKING,B-5-A,2023-12-11 09:23:13.447,84853944
CZC3497JY5,B-5-A-PACKING,B-5-A,2023-12-11 09:23:57.093,84853944
CZC3497JY6,B-5-A-PACKING,B-5-A,2023-12-11 09:24:47.853,84853944
CZC3497JY2,B-5-A-PACKING,B-5-A,2023-12-11 09:32:22.330,84853944
CZC3497JXX,B-5-A-PACKING,B-5-A,2023-12-11 09:43:47.687,84853944
CZC3497JYD,B-5-A-PACKING,B-5-A,2023-12-11 10:13:08.453,84853944
CZC3497JXW,B-5-A-PACKING,B-5-A,2023-12-11 10:38:43.213,84853944
CZC3497H22,B-5-A-PACKING,B-5-A,2023-12-08 00:39:01.443,84861473
CZC3497H24,B-5-A-PACKING,B-5-A,2023-12-08 00:41:15.200,84861473
CZC3497H20,B-5-A-PACKING,B-5-A,2023-12-08 00:45:26.480,84861473
CZC3497H17,B-5-A-PACKING,B-5-A,2023-12-08 00:46:02.093,84861473
CZC3497H26,B-5-A-PACKING,B-5-A,2023-12-08 00:50:12.897,84861473
CZC3497H1W,B-5-A-PACKING,B-5-A,2023-12-08 00:50:40.677,84861473
CZC3497H1Y,B-5-A-PACKING,B-5-A,2023-12-08 01:05:25.580,84861473
CZC3497H13,B-5-A-PACKING,B-5-A,2023-12-08 01:11:54.423,84861473
CZC3497H1X,B-5-A-PACKING,B-5-A,2023-12-08 01:12:18.707,84861473
CZC3497H1P,B-5-A-PACKING,B-5-A,2023-12-08 01:14:53.480,84861473
CZC3497H1F,B-5-A-PACKING,B-5-A,2023-12-08 01:19:35.770,84861473
CZC3497H1D,B-5-A-PACKING,B-5-A,2023-12-08 01:25:50.890,84861473
CZC3497H1K,B-5-A-PACKING,B-5-A,2023-12-08 01:26:17.930,84861473
CZC3497H19,B-5-A-PACKING,B-5-A,2023-12-08 01:26:48.137,84861473
CZC3497H1V,B-5-A-PACKING,B-5-A,2023-12-08 01:27:11.013,84861473
CZC3497H1Q,B-5-A-PACKING,B-5-A,2023-12-08 01:27:55.093,84861473
CZC3497H1L,B-5-A-PACKING,B-5-A,2023-12-08 01:30:50.960,84861473
CZC3497H1R,B-5-A-PACKING,B-5-A,2023-12-08 01:33:03.717,84861473
CZC3497H1T,B-5-A-PACKING,B-5-A,2023-12-08 01:34:37.490,84861473
CZC3497H1B,B-5-A-PACKING,B-5-A,2023-12-08 01:48:26.793,84861473
CZC3497H1C,B-5-A-PACKING,B-5-A,2023-12-08 01:49:16.287,84861473
CZC3497H21,B-5-A-PACKING,B-5-A,2023-12-08 01:49:40.533,84861473
CZC3497H1Z,B-5-A-PACKING,B-5-A,2023-12-08 01:52:49.630,84861473
CZC3497H14,B-5-A-PACKING,B-5-A,2023-12-08 02:14:02.020,84861473
CZC3497H25,B-5-A-PACKING,B-5-A,2023-12-08 03:37:05.650,84861473
CZC3497H27,B-5-A-PACKING,B-5-A,2023-12-08 03:49:26.860,84861473
CZC3497H18,B-5-A-PACKING,B-5-A,2023-12-08 04:26:17.997,84861473
CZC3497H1S,B-5-A-PACKING,B-5-A,2023-12-08 04:31:14.603,84861473
CZC3497H1M,B-5-A-PACKING,B-5-A,2023-12-08 04:37:42.730,84861473
CZC3497H15,B-5-A-PACKING,B-5-A,2023-12-08 04:39:35.887,84861473
CZC3497H23,B-5-A-PACKING,B-5-A,2023-12-08 04:56:06.573,84861473
CZC3497H16,B-5-A-PACKING,B-5-A,2023-12-08 06:07:02.367,84861473
CZC3497H1H,B-5-A-PACKING,B-5-A,2023-12-08 06:08:30.250,84861473
CZC3497H1J,B-5-A-PACKING,B-5-A,2023-12-08 10:13:58.527,84861473
CZC3497H1G,B-5-A-PACKING,B-5-A,2023-12-08 10:23:04.900,84861473
CZC3497H1N,B-5-A-PACKING,B-5-A,2023-12-11 06:28:30.547,84861473
CZC3487NR3,B-5-A-PACKING,B-5-A,2023-12-01 09:27:24.393,85051066
CZC3487NRM,B-5-A-PACKING,B-5-A,2023-12-01 09:27:39.353,85051066
CZC3487NQS,B-5-A-PACKING,B-5-A,2023-12-01 09:27:55.337,85051066
CZC3487NQG,B-5-A-PACKING,B-5-A,2023-12-01 09:37:58.110,85051066
CZC3487NQX,B-5-A-PACKING,B-5-A,2023-12-01 09:38:18.727,85051066
CZC3487NQZ,B-5-A-PACKING,B-5-A,2023-12-01 09:39:51.193,85051066
CZC3487NQQ,B-5-A-PACKING,B-5-A,2023-12-01 09:40:14.280,85051066
CZC3487NRR,B-5-A-PACKING,B-5-A,2023-12-01 09:41:04.577,85051066
CZC3487NRP,B-5-A-PACKING,B-5-A,2023-12-01 09:41:21.177,85051066
CZC3487NQV,B-5-A-PACKING,B-5-A,2023-12-01 09:42:04.753,85051066
CZC3487NRS,B-5-A-PACKING,B-5-A,2023-12-01 09:49:33.247,85051066
CZC3487NRC,B-5-A-PACKING,B-5-A,2023-12-01 09:50:01.260,85051066
CZC3487NRF,B-5-A-PACKING,B-5-A,2023-12-01 09:51:05.853,85051066
CZC3487NQN,B-5-A-PACKING,B-5-A,2023-12-01 09:51:30.590,85051066
CZC3487NRV,B-5-A-PACKING,B-5-A,2023-12-01 09:54:21.770,85051066
CZC3487NQL,B-5-A-PACKING,B-5-A,2023-12-01 09:54:37.230,85051066
CZC3487NQJ,B-5-A-PACKING,B-5-A,2023-12-01 09:55:05.327,85051066
CZC3487NR9,B-5-A-PACKING,B-5-A,2023-12-01 09:55:19.763,85051066
CZC3487NR7,B-5-A-PACKING,B-5-A,2023-12-01 09:58:01.863,85051066
CZC3487NQH,B-5-A-PACKING,B-5-A,2023-12-01 09:59:13.250,85051066
CZC3487NQF,B-5-A-PACKING,B-5-A,2023-12-01 10:02:43.823,85051066
CZC3487NQC,B-5-A-PACKING,B-5-A,2023-12-01 10:03:01.843,85051066
CZC3487NQK,B-5-A-PACKING,B-5-A,2023-12-01 10:03:20.940,85051066
CZC3487NR6,B-5-A-PACKING,B-5-A,2023-12-01 10:03:40.983,85051066
CZC3487NR2,B-5-A-PACKING,B-5-A,2023-12-01 10:03:59.213,85051066
CZC3487NR0,B-5-A-PACKING,B-5-A,2023-12-01 10:04:19.060,85051066
CZC3487NQW,B-5-A-PACKING,B-5-A,2023-12-01 10:04:36.180,85051066
CZC3487NQT,B-5-A-PACKING,B-5-A,2023-12-01 10:04:57.813,85051066
CZC3487NR4,B-5-A-PACKING,B-5-A,2023-12-01 10:10:08.150,85051066
CZC3487NRN,B-5-A-PACKING,B-5-A,2023-12-01 10:14:35.353,85051066
CZC3487NRQ,B-5-A-PACKING,B-5-A,2023-12-01 10:14:53.580,85051066
CZC3487NQP,B-5-A-PACKING,B-5-A,2023-12-01 10:15:10.497,85051066
CZC3487NRX,B-5-A-PACKING,B-5-A,2023-12-01 10:15:43.293,85051066
CZC3487NQD,B-5-A-PACKING,B-5-A,2023-12-01 10:15:59.203,85051066
CZC3487NQR,B-5-A-PACKING,B-5-A,2023-12-01 10:16:21.373,85051066
CZC3487NR5,B-5-A-PACKING,B-5-A,2023-12-01 10:16:45.197,85051066
CZC3487NRL,B-5-A-PACKING,B-5-A,2023-12-01 10:17:09.583,85051066
CZC3487NR1,B-5-A-PACKING,B-5-A,2023-12-01 10:18:05.893,85051066
CZC3487NRJ,B-5-A-PACKING,B-5-A,2023-12-01 10:18:25.627,85051066
CZC3487NRG,B-5-A-PACKING,B-5-A,2023-12-01 10:19:28.310,85051066
CZC3487NRD,B-5-A-PACKING,B-5-A,2023-12-01 10:24:07.547,85051066
CZC3487NRT,B-5-A-PACKING,B-5-A,2023-12-01 10:38:51.313,85051066
CZC3487NQY,B-5-A-PACKING,B-5-A,2023-12-01 11:03:05.120,85051066
CZC3487NRH,B-5-A-PACKING,B-5-A,2023-12-01 11:34:41.237,85051066
CZC3487NRB,B-5-A-PACKING,B-5-A,2023-12-01 12:41:17.220,85051066
CZC3487NRK,B-5-A-PACKING,B-5-A,2023-12-01 13:10:22.043,85051066
CZC3487NQM,B-5-A-PACKING,B-5-A,2023-12-01 13:39:04.343,85051066
CZC3487NRY,B-5-A-PACKING,B-5-A,2023-12-01 13:39:26.547,85051066
CZC3487NRW,B-5-A-PACKING,B-5-A,2023-12-01 22:02:09.230,85051066
CZC3487NR8,B-5-A-PACKING,B-5-A,2023-12-02 01:02:26.160,85051066
CZC3497FSC,B-5-A-PACKING,B-5-A,2023-12-07 13:12:17.243,85142555
CZC3497FSF,B-5-A-PACKING,B-5-A,2023-12-07 13:14:41.320,85142555
CZC3497FS7,B-5-A-PACKING,B-5-A,2023-12-07 13:17:31.853,85142555
CZC3497FS9,B-5-A-PACKING,B-5-A,2023-12-07 13:19:11.930,85142555
CZC3497FS5,B-5-A-PACKING,B-5-A,2023-12-07 13:24:18.037,85142555
CZC3497FT0,B-5-A-PACKING,B-5-A,2023-12-07 13:25:56.633,85142555
CZC3497FT2,B-5-A-PACKING,B-5-A,2023-12-07 13:26:23.087,85142555
CZC3497FT6,B-5-A-PACKING,B-5-A,2023-12-07 13:26:48.737,85142555
CZC3497FT8,B-5-A-PACKING,B-5-A,2023-12-07 13:27:14.130,85142555
CZC3497FTB,B-5-A-PACKING,B-5-A,2023-12-07 13:28:31.763,85142555
CZC3497FTD,B-5-A-PACKING,B-5-A,2023-12-07 13:28:58.157,85142555
CZC3497FTG,B-5-A-PACKING,B-5-A,2023-12-07 13:29:26.213,85142555
CZC3497FTJ,B-5-A-PACKING,B-5-A,2023-12-07 13:29:53.767,85142555
CZC3497FTL,B-5-A-PACKING,B-5-A,2023-12-07 13:30:45.167,85142555
